2025/8/6 1:52 UPDATE
DATE,TIME,é¿ê—(ñúkW)
2025/6/29,7:00,518
2025/6/29,8:00,541
2025/6/29,9:00,593
2025/6/29,10:00,627
2025/6/29,11:00,658
2025/6/29,12:00,676
2025/6/29,13:00,682
2025/6/29,14:00,679
2025/6/29,15:00,704
2025/6/29,16:00,719
2025/6/29,17:00,743
2025/6/29,18:00,732
2025/6/29,19:00,703
2025/6/29,20:00,675
2025/6/29,21:00,640
2025/6/29,22:00,595
2025/6/29,23:00,560
2025/6/30,0:00,526
2025/6/30,1:00,504
2025/6/30,2:00,500
2025/6/30,3:00,515
2025/6/30,4:00,538
2025/6/30,5:00,557
2025/6/30,6:00,578
2025/6/30,7:00,624
2025/6/30,8:00,738
2025/6/30,9:00,819
2025/6/30,10:00,850
2025/6/30,11:00,884
2025/6/30,12:00,866
2025/6/30,13:00,906
2025/6/30,14:00,912
2025/6/30,15:00,910
2025/6/30,16:00,919
2025/6/30,17:00,887
2025/6/30,18:00,858
2025/6/30,19:00,811
2025/6/30,20:00,770
2025/6/30,21:00,724
2025/6/30,22:00,687
2025/6/30,23:00,652
2025/7/1,0:00,608
2025/7/1,1:00,570
2025/7/1,2:00,558
2025/7/1,3:00,576
2025/7/1,4:00,595
2025/7/1,5:00,621
2025/7/1,6:00,630
2025/7/1,7:00,664
2025/7/1,8:00,776
2025/7/1,9:00,850
2025/7/1,10:00,874
2025/7/1,11:00,909
2025/7/1,12:00,886
2025/7/1,13:00,930
2025/7/1,14:00,942
2025/7/1,15:00,939
2025/7/1,16:00,938
2025/7/1,17:00,905
2025/7/1,18:00,868
2025/7/1,19:00,839
2025/7/1,20:00,806
2025/7/1,21:00,757
2025/7/1,22:00,711
2025/7/1,23:00,668
2025/7/2,0:00,613
2025/7/2,1:00,575
2025/7/2,2:00,573
2025/7/2,3:00,596
2025/7/2,4:00,608
2025/7/2,5:00,630
2025/7/2,6:00,637
2025/7/2,7:00,687
2025/7/2,8:00,791
2025/7/2,9:00,867
2025/7/2,10:00,904
2025/7/2,11:00,935
2025/7/2,12:00,914
2025/7/2,13:00,960
2025/7/2,14:00,970
2025/7/2,15:00,962
2025/7/2,16:00,973
2025/7/2,17:00,913
2025/7/2,18:00,866
2025/7/2,19:00,836
2025/7/2,20:00,796
2025/7/2,21:00,747
2025/7/2,22:00,703
2025/7/2,23:00,661
2025/7/3,0:00,610
2025/7/3,1:00,571
2025/7/3,2:00,562
2025/7/3,3:00,571
2025/7/3,4:00,591
2025/7/3,5:00,605
2025/7/3,6:00,626
2025/7/3,7:00,668
2025/7/3,8:00,789
2025/7/3,9:00,872
2025/7/3,10:00,900
2025/7/3,11:00,926
2025/7/3,12:00,914
2025/7/3,13:00,950
2025/7/3,14:00,958
2025/7/3,15:00,967
2025/7/3,16:00,975
2025/7/3,17:00,934
2025/7/3,18:00,892
2025/7/3,19:00,847
2025/7/3,20:00,801
2025/7/3,21:00,753
2025/7/3,22:00,715
2025/7/3,23:00,671
2025/7/4,0:00,625
2025/7/4,1:00,595
2025/7/4,2:00,577
2025/7/4,3:00,584
2025/7/4,4:00,597
2025/7/4,5:00,618
2025/7/4,6:00,628
2025/7/4,7:00,679
2025/7/4,8:00,791
2025/7/4,9:00,862
2025/7/4,10:00,905
2025/7/4,11:00,936
2025/7/4,12:00,918
2025/7/4,13:00,965
2025/7/4,14:00,956
2025/7/4,15:00,959
2025/7/4,16:00,961
2025/7/4,17:00,916
2025/7/4,18:00,882
2025/7/4,19:00,842
2025/7/4,20:00,802
2025/7/4,21:00,759
2025/7/4,22:00,710
2025/7/4,23:00,669
2025/7/5,0:00,617
2025/7/5,1:00,584
2025/7/5,2:00,583
2025/7/5,3:00,589
2025/7/5,4:00,595
2025/7/5,5:00,588
2025/7/5,6:00,585
2025/7/5,7:00,603
2025/7/5,8:00,660
2025/7/5,9:00,715
2025/7/5,10:00,746
2025/7/5,11:00,775
2025/7/5,12:00,781
2025/7/5,13:00,788
2025/7/5,14:00,781
2025/7/5,15:00,774
2025/7/5,16:00,785
2025/7/5,17:00,797
2025/7/5,18:00,778
2025/7/5,19:00,759
2025/7/5,20:00,725
2025/7/5,21:00,682
2025/7/5,22:00,649
2025/7/5,23:00,612
2025/7/6,0:00,573
2025/7/6,1:00,537
2025/7/6,2:00,527
2025/7/6,3:00,533
2025/7/6,4:00,542
2025/7/6,5:00,547
2025/7/6,6:00,547
2025/7/6,7:00,570
2025/7/6,8:00,604
2025/7/6,9:00,654
2025/7/6,10:00,685
2025/7/6,11:00,711
2025/7/6,12:00,727
2025/7/6,13:00,727
2025/7/6,14:00,720
2025/7/6,15:00,727
2025/7/6,16:00,741
2025/7/6,17:00,773
2025/7/6,18:00,768
2025/7/6,19:00,743
2025/7/6,20:00,715
2025/7/6,21:00,684
2025/7/6,22:00,640
2025/7/6,23:00,604
2025/7/7,0:00,559
2025/7/7,1:00,533
2025/7/7,2:00,535
2025/7/7,3:00,553
2025/7/7,4:00,574
2025/7/7,5:00,593
2025/7/7,6:00,619
2025/7/7,7:00,660
2025/7/7,8:00,793
2025/7/7,9:00,877
2025/7/7,10:00,910
2025/7/7,11:00,935
2025/7/7,12:00,914
2025/7/7,13:00,960
2025/7/7,14:00,970
2025/7/7,15:00,969
2025/7/7,16:00,979
2025/7/7,17:00,941
2025/7/7,18:00,903
2025/7/7,19:00,858
2025/7/7,20:00,815
2025/7/7,21:00,772
2025/7/7,22:00,719
2025/7/7,23:00,685
2025/7/8,0:00,638
2025/7/8,1:00,600
2025/7/8,2:00,589
2025/7/8,3:00,600
2025/7/8,4:00,614
2025/7/8,5:00,638
2025/7/8,6:00,663
2025/7/8,7:00,718
2025/7/8,8:00,840
2025/7/8,9:00,936
2025/7/8,10:00,973
2025/7/8,11:00,999
2025/7/8,12:00,977
2025/7/8,13:00,1007
2025/7/8,14:00,1003
2025/7/8,15:00,983
2025/7/8,16:00,985
2025/7/8,17:00,939
2025/7/8,18:00,908
2025/7/8,19:00,860
2025/7/8,20:00,826
2025/7/8,21:00,783
2025/7/8,22:00,738
2025/7/8,23:00,696
2025/7/9,0:00,647
2025/7/9,1:00,613
2025/7/9,2:00,598
2025/7/9,3:00,606
2025/7/9,4:00,624
2025/7/9,5:00,644
2025/7/9,6:00,662
2025/7/9,7:00,720
2025/7/9,8:00,834
2025/7/9,9:00,896
2025/7/9,10:00,933
2025/7/9,11:00,961
2025/7/9,12:00,941
2025/7/9,13:00,988
2025/7/9,14:00,988
2025/7/9,15:00,979
2025/7/9,16:00,969
2025/7/9,17:00,921
2025/7/9,18:00,891
2025/7/9,19:00,845
2025/7/9,20:00,809
2025/7/9,21:00,761
2025/7/9,22:00,706
2025/7/9,23:00,661
2025/7/10,0:00,622
2025/7/10,1:00,591
2025/7/10,2:00,576
2025/7/10,3:00,581
2025/7/10,4:00,597
2025/7/10,5:00,617
2025/7/10,6:00,634
2025/7/10,7:00,686
2025/7/10,8:00,807
2025/7/10,9:00,896
2025/7/10,10:00,932
2025/7/10,11:00,966
2025/7/10,12:00,951
2025/7/10,13:00,995
2025/7/10,14:00,986
2025/7/10,15:00,994
2025/7/10,16:00,1003
2025/7/10,17:00,960
2025/7/10,18:00,920
2025/7/10,19:00,869
2025/7/10,20:00,825
2025/7/10,21:00,779
2025/7/10,22:00,734
2025/7/10,23:00,683
2025/7/11,0:00,633
2025/7/11,1:00,594
2025/7/11,2:00,590
2025/7/11,3:00,596
2025/7/11,4:00,608
2025/7/11,5:00,631
2025/7/11,6:00,649
2025/7/11,7:00,701
2025/7/11,8:00,826
2025/7/11,9:00,922
2025/7/11,10:00,951
2025/7/11,11:00,962
2025/7/11,12:00,926
2025/7/11,13:00,973
2025/7/11,14:00,963
2025/7/11,15:00,968
2025/7/11,16:00,940
2025/7/11,17:00,870
2025/7/11,18:00,845
2025/7/11,19:00,825
2025/7/11,20:00,786
2025/7/11,21:00,746
2025/7/11,22:00,712
2025/7/11,23:00,669
2025/7/12,0:00,624
2025/7/12,1:00,592
2025/7/12,2:00,580
2025/7/12,3:00,580
2025/7/12,4:00,576
2025/7/12,5:00,581
2025/7/12,6:00,590
2025/7/12,7:00,606
2025/7/12,8:00,639
2025/7/12,9:00,688
2025/7/12,10:00,716
2025/7/12,11:00,754
2025/7/12,12:00,767
2025/7/12,13:00,776
2025/7/12,14:00,780
2025/7/12,15:00,780
2025/7/12,16:00,781
2025/7/12,17:00,790
2025/7/12,18:00,766
2025/7/12,19:00,744
2025/7/12,20:00,712
2025/7/12,21:00,681
2025/7/12,22:00,644
2025/7/12,23:00,613
2025/7/13,0:00,579
2025/7/13,1:00,545
2025/7/13,2:00,537
2025/7/13,3:00,547
2025/7/13,4:00,555
2025/7/13,5:00,571
2025/7/13,6:00,567
2025/7/13,7:00,580
2025/7/13,8:00,622
2025/7/13,9:00,672
2025/7/13,10:00,710
2025/7/13,11:00,727
2025/7/13,12:00,754
2025/7/13,13:00,750
2025/7/13,14:00,762
2025/7/13,15:00,768
2025/7/13,16:00,779
2025/7/13,17:00,784
2025/7/13,18:00,780
2025/7/13,19:00,761
2025/7/13,20:00,726
2025/7/13,21:00,685
2025/7/13,22:00,651
2025/7/13,23:00,615
2025/7/14,0:00,586
2025/7/14,1:00,558
2025/7/14,2:00,546
2025/7/14,3:00,564
2025/7/14,4:00,585
2025/7/14,5:00,611
2025/7/14,6:00,634
2025/7/14,7:00,683
2025/7/14,8:00,789
2025/7/14,9:00,839
2025/7/14,10:00,845
2025/7/14,11:00,851
2025/7/14,12:00,802
2025/7/14,13:00,844
2025/7/14,14:00,825
2025/7/14,15:00,812
2025/7/14,16:00,810
2025/7/14,17:00,780
2025/7/14,18:00,769
2025/7/14,19:00,735
2025/7/14,20:00,699
2025/7/14,21:00,663
2025/7/14,22:00,630
2025/7/14,23:00,604
2025/7/15,0:00,567
2025/7/15,1:00,544
2025/7/15,2:00,544
2025/7/15,3:00,554
2025/7/15,4:00,577
2025/7/15,5:00,592
2025/7/15,6:00,605
2025/7/15,7:00,626
2025/7/15,8:00,719
2025/7/15,9:00,796
2025/7/15,10:00,830
2025/7/15,11:00,851
2025/7/15,12:00,831
2025/7/15,13:00,875
2025/7/15,14:00,881
2025/7/15,15:00,884
2025/7/15,16:00,887
2025/7/15,17:00,854
2025/7/15,18:00,828
2025/7/15,19:00,794
2025/7/15,20:00,766
2025/7/15,21:00,723
2025/7/15,22:00,675
2025/7/15,23:00,635
2025/7/16,0:00,593
2025/7/16,1:00,567
2025/7/16,2:00,559
2025/7/16,3:00,573
2025/7/16,4:00,585
2025/7/16,5:00,592
2025/7/16,6:00,613
2025/7/16,7:00,658
2025/7/16,8:00,760
2025/7/16,9:00,830
2025/7/16,10:00,859
2025/7/16,11:00,879
2025/7/16,12:00,867
2025/7/16,13:00,916
2025/7/16,14:00,923
2025/7/16,15:00,931
2025/7/16,16:00,936
2025/7/16,17:00,893
2025/7/16,18:00,859
2025/7/16,19:00,830
2025/7/16,20:00,789
2025/7/16,21:00,747
2025/7/16,22:00,700
2025/7/16,23:00,654
2025/7/17,0:00,609
2025/7/17,1:00,580
2025/7/17,2:00,572
2025/7/17,3:00,583
2025/7/17,4:00,596
2025/7/17,5:00,614
2025/7/17,6:00,639
2025/7/17,7:00,700
2025/7/17,8:00,803
2025/7/17,9:00,881
2025/7/17,10:00,912
2025/7/17,11:00,911
2025/7/17,12:00,852
2025/7/17,13:00,873
2025/7/17,14:00,860
2025/7/17,15:00,853
2025/7/17,16:00,840
2025/7/17,17:00,810
2025/7/17,18:00,792
2025/7/17,19:00,758
2025/7/17,20:00,725
2025/7/17,21:00,688
2025/7/17,22:00,649
2025/7/17,23:00,613
2025/7/18,0:00,587
2025/7/18,1:00,558
2025/7/18,2:00,545
2025/7/18,3:00,560
2025/7/18,4:00,578
2025/7/18,5:00,596
2025/7/18,6:00,614
2025/7/18,7:00,653
2025/7/18,8:00,730
2025/7/18,9:00,776
2025/7/18,10:00,795
2025/7/18,11:00,789
2025/7/18,12:00,748
2025/7/18,13:00,803
2025/7/18,14:00,811
2025/7/18,15:00,817
2025/7/18,16:00,828
2025/7/18,17:00,792
2025/7/18,18:00,772
2025/7/18,19:00,749
2025/7/18,20:00,719
2025/7/18,21:00,679
2025/7/18,22:00,652
2025/7/18,23:00,628
2025/7/19,0:00,584
2025/7/19,1:00,553
2025/7/19,2:00,549
2025/7/19,3:00,557
2025/7/19,4:00,564
2025/7/19,5:00,574
2025/7/19,6:00,569
2025/7/19,7:00,575
2025/7/19,8:00,618
2025/7/19,9:00,679
2025/7/19,10:00,714
2025/7/19,11:00,729
2025/7/19,12:00,734
2025/7/19,13:00,750
2025/7/19,14:00,762
2025/7/19,15:00,761
2025/7/19,16:00,765
2025/7/19,17:00,759
2025/7/19,18:00,745
2025/7/19,19:00,724
2025/7/19,20:00,688
2025/7/19,21:00,645
2025/7/19,22:00,615
2025/7/19,23:00,580
2025/7/20,0:00,548
2025/7/20,1:00,518
2025/7/20,2:00,512
2025/7/20,3:00,533
2025/7/20,4:00,540
2025/7/20,5:00,551
2025/7/20,6:00,544
2025/7/20,7:00,547
2025/7/20,8:00,582
2025/7/20,9:00,634
2025/7/20,10:00,671
2025/7/20,11:00,696
2025/7/20,12:00,714
2025/7/20,13:00,707
2025/7/20,14:00,699
2025/7/20,15:00,718
2025/7/20,16:00,740
2025/7/20,17:00,774
2025/7/20,18:00,767
2025/7/20,19:00,744
2025/7/20,20:00,715
2025/7/20,21:00,674
2025/7/20,22:00,636
2025/7/20,23:00,597
2025/7/21,0:00,560
2025/7/21,1:00,533
2025/7/21,2:00,529
2025/7/21,3:00,538
2025/7/21,4:00,551
2025/7/21,5:00,556
2025/7/21,6:00,567
2025/7/21,7:00,603
2025/7/21,8:00,666
2025/7/21,9:00,732
2025/7/21,10:00,777
2025/7/21,11:00,811
2025/7/21,12:00,814
2025/7/21,13:00,821
2025/7/21,14:00,815
2025/7/21,15:00,813
2025/7/21,16:00,839
2025/7/21,17:00,853
2025/7/21,18:00,839
2025/7/21,19:00,805
2025/7/21,20:00,778
2025/7/21,21:00,732
2025/7/21,22:00,688
2025/7/21,23:00,646
2025/7/22,0:00,603
2025/7/22,1:00,571
2025/7/22,2:00,566
2025/7/22,3:00,574
2025/7/22,4:00,591
2025/7/22,5:00,609
2025/7/22,6:00,622
2025/7/22,7:00,676
2025/7/22,8:00,803
2025/7/22,9:00,886
2025/7/22,10:00,916
2025/7/22,11:00,941
2025/7/22,12:00,916
2025/7/22,13:00,955
2025/7/22,14:00,959
2025/7/22,15:00,948
2025/7/22,16:00,954
2025/7/22,17:00,935
2025/7/22,18:00,899
2025/7/22,19:00,844
2025/7/22,20:00,811
2025/7/22,21:00,761
2025/7/22,22:00,707
2025/7/22,23:00,648
2025/7/23,0:00,600
2025/7/23,1:00,562
2025/7/23,2:00,553
2025/7/23,3:00,562
2025/7/23,4:00,574
2025/7/23,5:00,597
2025/7/23,6:00,618
2025/7/23,7:00,671
2025/7/23,8:00,788
2025/7/23,9:00,869
2025/7/23,10:00,894
2025/7/23,11:00,924
2025/7/23,12:00,905
2025/7/23,13:00,949
2025/7/23,14:00,953
2025/7/23,15:00,964
2025/7/23,16:00,972
2025/7/23,17:00,942
2025/7/23,18:00,908
2025/7/23,19:00,857
2025/7/23,20:00,820
2025/7/23,21:00,771
2025/7/23,22:00,704
2025/7/23,23:00,667
2025/7/24,0:00,619
2025/7/24,1:00,584
2025/7/24,2:00,579
2025/7/24,3:00,583
2025/7/24,4:00,597
2025/7/24,5:00,617
2025/7/24,6:00,642
2025/7/24,7:00,690
2025/7/24,8:00,798
2025/7/24,9:00,894
2025/7/24,10:00,928
2025/7/24,11:00,966
2025/7/24,12:00,947
2025/7/24,13:00,992
2025/7/24,14:00,984
2025/7/24,15:00,971
2025/7/24,16:00,983
2025/7/24,17:00,957
2025/7/24,18:00,921
2025/7/24,19:00,876
2025/7/24,20:00,836
2025/7/24,21:00,781
2025/7/24,22:00,718
2025/7/24,23:00,677
2025/7/25,0:00,625
2025/7/25,1:00,591
2025/7/25,2:00,577
2025/7/25,3:00,584
2025/7/25,4:00,593
2025/7/25,5:00,610
2025/7/25,6:00,645
2025/7/25,7:00,699
2025/7/25,8:00,819
2025/7/25,9:00,913
2025/7/25,10:00,945
2025/7/25,11:00,974
2025/7/25,12:00,944
2025/7/25,13:00,987
2025/7/25,14:00,985
2025/7/25,15:00,985
2025/7/25,16:00,987
2025/7/25,17:00,967
2025/7/25,18:00,934
2025/7/25,19:00,875
2025/7/25,20:00,835
2025/7/25,21:00,779
2025/7/25,22:00,731
2025/7/25,23:00,685
2025/7/26,0:00,644
2025/7/26,1:00,598
2025/7/26,2:00,580
2025/7/26,3:00,585
2025/7/26,4:00,586
2025/7/26,5:00,597
2025/7/26,6:00,599
2025/7/26,7:00,630
2025/7/26,8:00,690
2025/7/26,9:00,748
2025/7/26,10:00,777
2025/7/26,11:00,802
2025/7/26,12:00,793
2025/7/26,13:00,813
2025/7/26,14:00,802
2025/7/26,15:00,799
2025/7/26,16:00,809
2025/7/26,17:00,815
2025/7/26,18:00,797
2025/7/26,19:00,757
2025/7/26,20:00,710
2025/7/26,21:00,680
2025/7/26,22:00,645
2025/7/26,23:00,606
2025/7/27,0:00,566
2025/7/27,1:00,528
2025/7/27,2:00,508
2025/7/27,3:00,524
2025/7/27,4:00,535
2025/7/27,5:00,547
2025/7/27,6:00,556
2025/7/27,7:00,568
2025/7/27,8:00,614
2025/7/27,9:00,672
2025/7/27,10:00,708
2025/7/27,11:00,737
2025/7/27,12:00,748
2025/7/27,13:00,753
2025/7/27,14:00,750
2025/7/27,15:00,756
2025/7/27,16:00,780
2025/7/27,17:00,810
2025/7/27,18:00,810
2025/7/27,19:00,772
2025/7/27,20:00,742
2025/7/27,21:00,697
2025/7/27,22:00,657
2025/7/27,23:00,612
2025/7/28,0:00,573
2025/7/28,1:00,539
2025/7/28,2:00,526
2025/7/28,3:00,542
2025/7/28,4:00,565
2025/7/28,5:00,584
2025/7/28,6:00,617
2025/7/28,7:00,673
2025/7/28,8:00,784
2025/7/28,9:00,867
2025/7/28,10:00,907
2025/7/28,11:00,936
2025/7/28,12:00,925
2025/7/28,13:00,967
2025/7/28,14:00,954
2025/7/28,15:00,951
2025/7/28,16:00,965
2025/7/28,17:00,949
2025/7/28,18:00,907
2025/7/28,19:00,850
2025/7/28,20:00,804
2025/7/28,21:00,755
2025/7/28,22:00,705
2025/7/28,23:00,668
2025/7/29,0:00,616
2025/7/29,1:00,584
2025/7/29,2:00,576
2025/7/29,3:00,583
2025/7/29,4:00,604
2025/7/29,5:00,623
2025/7/29,6:00,650
2025/7/29,7:00,696
2025/7/29,8:00,798
2025/7/29,9:00,878
2025/7/29,10:00,924
2025/7/29,11:00,958
2025/7/29,12:00,942
2025/7/29,13:00,987
2025/7/29,14:00,994
2025/7/29,15:00,990
2025/7/29,16:00,1005
2025/7/29,17:00,977
2025/7/29,18:00,937
2025/7/29,19:00,891
2025/7/29,20:00,845
2025/7/29,21:00,796
2025/7/29,22:00,745
2025/7/29,23:00,698
2025/7/30,0:00,644
2025/7/30,1:00,606
2025/7/30,2:00,598
2025/7/30,3:00,596
2025/7/30,4:00,601
2025/7/30,5:00,622
2025/7/30,6:00,652
2025/7/30,7:00,701
2025/7/30,8:00,816
2025/7/30,9:00,900
2025/7/30,10:00,933
2025/7/30,11:00,968
2025/7/30,12:00,948
2025/7/30,13:00,994
2025/7/30,14:00,998
2025/7/30,15:00,986
2025/7/30,16:00,987
2025/7/30,17:00,962
2025/7/30,18:00,916
2025/7/30,19:00,868
2025/7/30,20:00,822
2025/7/30,21:00,783
2025/7/30,22:00,719
2025/7/30,23:00,679
2025/7/31,0:00,621
2025/7/31,1:00,583
2025/7/31,2:00,570
2025/7/31,3:00,575
2025/7/31,4:00,592
2025/7/31,5:00,605
2025/7/31,6:00,649
2025/7/31,7:00,705
2025/7/31,8:00,826
2025/7/31,9:00,909
2025/7/31,10:00,936
2025/7/31,11:00,969
2025/7/31,12:00,951
2025/7/31,13:00,986
2025/7/31,14:00,993
2025/7/31,15:00,996
2025/7/31,16:00,1009
2025/7/31,17:00,979
2025/7/31,18:00,927
2025/7/31,19:00,887
2025/7/31,20:00,852
2025/7/31,21:00,800
2025/7/31,22:00,741
2025/7/31,23:00,700
2025/8/1,0:00,651
2025/8/1,1:00,607
2025/8/1,2:00,595
2025/8/1,3:00,599
2025/8/1,4:00,614
2025/8/1,5:00,628
2025/8/1,6:00,642
2025/8/1,7:00,696
2025/8/1,8:00,821
2025/8/1,9:00,904
2025/8/1,10:00,933
2025/8/1,11:00,963
2025/8/1,12:00,947
2025/8/1,13:00,982
2025/8/1,14:00,986
2025/8/1,15:00,989
2025/8/1,16:00,1001
2025/8/1,17:00,957
2025/8/1,18:00,912
2025/8/1,19:00,874
2025/8/1,20:00,828
2025/8/1,21:00,779
2025/8/1,22:00,725
2025/8/1,23:00,680
2025/8/2,0:00,619
2025/8/2,1:00,581
2025/8/2,2:00,571
2025/8/2,3:00,567
2025/8/2,4:00,562
2025/8/2,5:00,573
2025/8/2,6:00,575
2025/8/2,7:00,601
2025/8/2,8:00,665
2025/8/2,9:00,735
2025/8/2,10:00,766
2025/8/2,11:00,796
2025/8/2,12:00,808
2025/8/2,13:00,816
2025/8/2,14:00,816
2025/8/2,15:00,821
2025/8/2,16:00,834
2025/8/2,17:00,841
2025/8/2,18:00,816
2025/8/2,19:00,777
2025/8/2,20:00,734
2025/8/2,21:00,698
2025/8/2,22:00,656
2025/8/2,23:00,608
2025/8/3,0:00,568
2025/8/3,1:00,531
2025/8/3,2:00,517
2025/8/3,3:00,520
2025/8/3,4:00,532
2025/8/3,5:00,532
2025/8/3,6:00,532
2025/8/3,7:00,544
2025/8/3,8:00,587
2025/8/3,9:00,640
2025/8/3,10:00,670
2025/8/3,11:00,705
2025/8/3,12:00,732
2025/8/3,13:00,745
2025/8/3,14:00,753
2025/8/3,15:00,765
2025/8/3,16:00,796
2025/8/3,17:00,821
2025/8/3,18:00,800
2025/8/3,19:00,779
2025/8/3,20:00,742
2025/8/3,21:00,704
2025/8/3,22:00,657
2025/8/3,23:00,613
2025/8/4,0:00,575
2025/8/4,1:00,549
2025/8/4,2:00,537
2025/8/4,3:00,549
2025/8/4,4:00,563
2025/8/4,5:00,595
2025/8/4,6:00,614
2025/8/4,7:00,681
2025/8/4,8:00,815
2025/8/4,9:00,907
2025/8/4,10:00,936
2025/8/4,11:00,957
2025/8/4,12:00,939
2025/8/4,13:00,962
2025/8/4,14:00,951
2025/8/4,15:00,918
2025/8/4,16:00,925
2025/8/4,17:00,882
2025/8/4,18:00,868
2025/8/4,19:00,837
2025/8/4,20:00,804
2025/8/4,21:00,763
2025/8/4,22:00,720
2025/8/4,23:00,672
2025/8/5,0:00,633
2025/8/5,1:00,602
2025/8/5,2:00,588
2025/8/5,3:00,598
2025/8/5,4:00,607
2025/8/5,5:00,628
2025/8/5,6:00,655
2025/8/5,7:00,723
2025/8/5,8:00,849
2025/8/5,9:00,936
2025/8/5,10:00,962
2025/8/5,11:00,987
2025/8/5,12:00,969
2025/8/5,13:00,998
2025/8/5,14:00,1011
2025/8/5,15:00,1009
2025/8/5,16:00,1001
2025/8/5,17:00,960
2025/8/5,18:00,911
2025/8/5,19:00,877
2025/8/5,20:00,847
2025/8/5,21:00,802
2025/8/5,22:00,741
2025/8/5,23:00,693
